step,predicted,actual
1000.0,0.06257084757089615,0.0
1000.0,0.44693976640701294,0.0
1000.0,-0.08454184234142303,0.0
1021.7391304347826,-0.005021356977522373,0.0
1043.4782608695652,-0.004715900868177414,0.0
2025.6410256410256,0.025580618530511856,0.0
2051.2820512820513,-0.002436004811897874,0.0
3025.641025641026,0.00890464335680008,0.0
3051.2820512820513,0.004982167389243841,0.0
3076.923076923077,0.0034663332626223564,0.0
4023.2558139534885,-0.005746963433921337,0.0
5025.0,0.005059654824435711,0.0
5050.0,-0.01042319554835558,0.0
6021.276595744681,0.009471230208873749,0.0
8018.181818181818,0.0008596226689405739,0.0
8036.363636363636,-0.005235870368778706,0.0
9023.809523809523,-0.00927288644015789,0.0
10025.641025641025,0.0022694941144436598,0.0
10051.28205128205,-0.00452914834022522,0.0
11020.833333333334,-0.004843484610319138,0.0
12023.809523809523,0.0016525799874216318,0.0
12047.619047619048,-0.004761436488479376,0.0
12071.42857142857,-0.010361777618527412,0.0
12095.238095238095,-0.0007679518894292414,0.0
12119.047619047618,0.004736094735562801,0.0
13024.390243902439,0.0017521168338134885,0.0
13048.780487804877,0.001021802076138556,0.0
15018.867924528302,0.004119763150811195,0.0
16021.739130434782,0.0011375946924090385,0.0
19020.833333333332,-0.00848396122455597,0.0
20024.39024390244,-0.001555049791932106,0.0
20048.780487804877,0.00018285890109837055,0.0
20073.170731707316,-0.0018674092134460807,0.0
20097.560975609755,-0.0035238764248788357,0.0
21021.27659574468,0.0001593778724782169,0.0
21042.55319148936,-0.003135696751996875,0.0
21063.82978723404,-0.006220886018127203,0.0
22023.25581395349,-0.006351558957248926,0.0
22046.511627906977,-0.0018298545619472861,0.0
22069.767441860466,0.006235008127987385,0.0
23018.51851851852,-0.0012549528619274497,0.0
23037.037037037036,-0.0018804126884788275,0.0
23055.555555555555,0.018111759796738625,0.0
23074.074074074073,0.0013567322166636586,0.0
24021.739130434784,-0.00027477717958390713,0.0
24043.478260869564,0.01231313031166792,0.0
25024.39024390244,0.005542210768908262,0.0
25048.780487804877,-0.007036259397864342,0.0
26025.0,0.0015368808526545763,0.0
26050.0,-0.0013090725988149643,0.0
27019.607843137255,0.004763098433613777,0.0
27039.21568627451,0.014609781093895435,0.0
27058.823529411766,0.0010555279441177845,0.0
28021.27659574468,0.002807751763612032,0.0
28042.55319148936,-0.017169300466775894,0.0
28063.82978723404,0.010226806625723839,0.0
28085.106382978724,-0.010664510540664196,0.0
29022.727272727272,-0.0015487544005736709,0.0
29045.454545454544,-0.002240822184830904,0.0
29068.18181818182,-0.005331188440322876,0.0
30022.222222222223,-0.021824149414896965,0.0
30044.444444444445,0.010037054307758808,0.0
30066.666666666668,-0.0033630458638072014,0.0
30088.88888888889,-0.004053353797644377,0.0
31021.27659574468,0.004508966114372015,0.0
31042.55319148936,0.0021378621459007263,0.0
31063.82978723404,-0.004136364441365004,0.0
32021.739130434784,-0.0018151167314499617,0.0
